RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
0,78,179.0,4,69,32,0,0,100,15.0,7,8,32,4,44,3.0,2,2,7.0,2.0,2.0,6.0,0.0,63.0
0,68,110.0,9,41,32,0,0,100,15.0,7,8,32,1,25,0.0,1,1,92.0,65.0,3.0,2.0,2.0,71.0
0,74,89.0,5,44,24,0,0,100,15.0,7,8,24,2,33,7.0,0,0,26.0,84.0,5.0,3.0,1.0,62.0
0,82,220.0,37,131,15,0,0,87,12.0,6,6,15,0,20,4.0,1,1,1.0,68.5286090866801,1.0,2.0,0.0,50.0
1,76,317.0,2,63,20,0,0,91,40.0,5,6,22,4,9,3.0,3,3,29.0,68.5286090866801,6.0,1.0,0.0,70.0
1,68,132.0,4,49,16,1,1,94,19.0,6,6,16,1,50,0.0,3,3,50.0,76.0,5.0,2.0,0.0,88.0
0,76,404.0,7,125,27,1,0,97,69.0,6,5,29,2,10,4.0,1,1,11.0,68.5286090866801,5.0,1.0,2.0,50.0
0,81,419.0,11,240,13,0,0,100,15.0,7,8,13,1,8,11.0,0,0,55.0,68.5286090866801,3.0,2.485067169978905,1.0,50.0
0,72,255.0,2,92,41,0,0,98,11.0,6,6,42,1,17,0.0,3,3,9.0,68.5286090866801,9.0,2.485067169978905,1.0,53.0
0,88,185.0,19,92,28,0,0,100,15.0,7,8,28,0,50,16.0,0,0,8.0,62.0,2.0,3.0,0.0,63.0
0,84,232.0,12,82,43,0,0,100,15.0,7,8,46,0,33,11.0,0,0,18.0,85.0,3.0,3.0,0.0,60.0
1,63,27.0,2,14,5,0,0,100,15.0,7,8,6,3,50,1.0,2,2,57.0,78.0,2.0,2.0,1.0,80.0
1,66,283.0,3,95,16,0,0,75,11.0,4,6,16,2,38,3.0,4,4,34.0,68.5286090866801,3.0,1.0,1.0,57.0
0,68,343.0,13,127,13,1,1,100,15.0,6,8,13,0,15,2.0,3,3,61.0,68.5286090866801,4.0,2.485067169978905,3.0,63.0
1,71,106.0,8,56,30,0,0,93,7.0,4,6,30,2,30,3.0,1,1,11.0,68.5286090866801,4.0,1.0,0.0,45.0
1,85,194.0,4,82,30,0,0,100,15.0,7,8,34,1,26,2.0,2,2,4.0,68.5286090866801,3.0,1.0,0.0,42.0
1,88,279.0,3,75,28,0,0,100,15.0,7,8,29,2,24,2.0,2,2,6.0,41.0,3.0,3.0,0.0,40.0
0,65,120.0,3,51,9,1,1,70,51.0,6,6,10,3,50,2.0,2,1,47.0,89.0,4.0,2.0,0.0,86.0
0,81,306.0,2,130,32,0,0,100,15.0,7,8,34,1,35,1.0,2,2,8.0,99.0,3.0,2.0,1.0,35.0
0,80,404.0,12,105,35,0,0,100,15.0,7,8,36,0,26,0.0,3,3,32.0,61.0,6.0,2.0,0.0,57.0
0,85,186.0,18,75,23,0,0,100,15.0,7,8,25,0,32,2.0,1,1,1.0,68.5286090866801,2.0,2.0,1.0,57.0
0,84,249.0,24,104,37,0,0,100,15.0,7,8,38,0,30,2.0,3,3,3.0,20.0,1.0,3.0,0.0,45.0
0,70,88.0,3,45,38,0,0,97,8.0,4,6,38,3,13,3.0,2,2,15.0,45.0,1.0,1.0,0.0,10.0
0,80,219.0,3,92,18,0,0,100,15.0,7,8,20,2,20,5.0,0,0,41.0,100.0,5.0,2.0,1.0,88.0
1,56,126.0,15,66,22,2,2,86,0.0,4,6,22,0,23,14.0,0,0,21.0,60.0,4.0,2.0,0.0,55.0
1,64,110.0,2,58,42,1,0,89,15.0,6,5,46,4,4,2.0,6,6,30.0,68.5286090866801,12.0,1.0,1.0,74.0
0,80,126.0,6,65,12,0,0,100,15.0,7,8,17,1,65,7.0,0,0,30.0,58.0,2.0,5.0,0.0,88.0
0,70,7.0,7,7,1,0,0,100,15.0,7,8,1,1,100,0.0,0,0,34.862218549886386,92.0,4.101935749588138,1.0,1.0920840064620356,100.0
1,63,327.0,13,166,14,1,1,94,5.0,0,2,16,0,13,5.0,0,0,0.0,68.5286090866801,1.0,1.0,0.0,27.0
0,89,222.0,6,93,16,0,0,100,15.0,7,8,16,1,44,7.0,0,0,6.0,90.0,1.0,2.0,0.0,100.0
0,80,256.0,27,120,17,0,0,100,15.0,7,8,17,0,6,0.0,3,2,34.0,68.5286090866801,3.0,1.0,1.0,45.0
0,74,182.0,17,113,12,1,0,85,23.0,6,5,13,0,38,16.0,0,0,37.0,88.0,4.0,2.0,0.0,86.0
0,82,186.0,4,62,23,0,0,100,15.0,7,8,23,3,30,3.0,3,3,24.0,41.0,6.0,2.0,0.0,67.0
0,69,256.0,4,69,57,1,1,95,31.0,6,3,63,4,44,0.0,5,5,58.0,82.0,14.0,9.0,5.0,77.0
0,77,258.0,4,103,26,0,0,100,15.0,7,8,27,1,33,8.0,0,0,31.0,89.0,7.0,3.0,1.0,83.0
0,77,148.0,27,96,13,0,0,100,15.0,7,8,14,0,50,0.0,2,2,75.0,68.5286090866801,1.0,1.0,0.0,100.0
0,71,291.0,3,91,16,0,0,88,22.0,6,6,17,1,47,10.0,0,0,31.0,60.0,4.0,6.0,1.0,83.0
1,64,243.0,11,84,30,0,0,94,25.0,6,6,32,1,41,11.0,0,0,92.0,35.0,6.0,2.0,4.0,89.0
0,83,440.0,24,190,10,0,0,100,15.0,7,8,10,0,20,23.0,0,0,33.0,42.0,2.0,2.0,1.0,50.0
0,89,357.0,1,125,15,0,0,100,15.0,7,8,18,2,39,0.0,1,0,6.0,31.0,4.0,2.0,0.0,55.0
0,88,513.0,5,133,25,0,0,100,15.0,7,8,25,1,16,14.0,0,0,2.0,68.5286090866801,3.0,2.485067169978905,1.0,25.0
0,81,125.0,29,79,10,0,0,100,15.0,7,8,10,0,30,0.0,0,0,25.0,68.5286090866801,3.0,1.0,1.0,80.0
0,83,187.0,2,75,30,0,0,100,15.0,7,8,32,1,45,2.0,1,1,5.0,84.0,1.0,5.0,0.0,55.0
0,79,171.0,34,95,6,0,0,100,15.0,7,8,6,0,67,6.0,0,0,34.862218549886386,68.5286090866801,4.101935749588138,1.0,1.0920840064620356,100.0
1,51,402.0,9,137,42,5,3,74,2.0,4,4,50,1,42,2.0,3,3,21.0,31.0,3.0,4.0,0.0,53.0
0,84,174.0,3,92,17,0,0,100,15.0,7,8,18,1,53,0.0,11,10,6.0,68.5286090866801,2.0,4.0,0.0,86.0
0,84,433.0,5,136,21,0,0,100,15.0,7,8,24,1,33,0.0,0,0,47.0,87.0,2.0,3.0,0.0,50.0
0,80,335.0,29,187,9,0,0,100,15.0,7,8,11,0,11,0.0,4,3,51.0,68.5286090866801,1.0,2.485067169978905,1.0,20.0
0,76,179.0,4,94,19,0,0,95,61.0,6,6,22,1,64,11.0,0,0,93.0,80.0,1.0,2.0,1.0920840064620356,100.0
0,81,151.0,2,68,51,0,0,100,15.0,7,8,53,4,17,3.0,4,3,11.0,68.5286090866801,3.0,1.0,1.0,31.0
0,75,199.0,2,69,39,0,0,98,62.0,6,6,43,3,14,0.0,3,3,10.0,38.0,6.0,1.0,1.0,47.0
0,93,244.0,13,97,9,0,0,100,15.0,7,8,10,0,33,3.0,1,1,0.0,99.0,1.0,2.0,0.0,75.0
0,86,152.0,4,71,33,0,0,100,15.0,7,8,33,2,33,2.0,5,5,11.0,68.5286090866801,1.0,3.0,0.0,50.0
1,67,291.0,10,115,24,1,0,97,12.0,6,5,31,1,32,0.0,2,1,83.0,68.5286090866801,9.0,1.0,6.0,83.0
0,68,189.0,2,54,19,0,0,100,15.0,7,8,20,3,20,1.0,5,5,31.0,33.0,8.0,2.0,1.0,77.0
1,77,59.0,19,41,6,0,0,100,15.0,7,8,6,0,50,4.0,2,1,0.0,93.0,0.0,2.0,1.0920840064620356,67.0
0,82,379.0,1,142,37,0,0,98,31.0,6,6,41,4,37,1.0,3,3,0.0,68.5286090866801,4.0,3.0,0.0,50.0
0,87,393.0,2,110,20,0,0,100,15.0,7,8,31,1,42,10.0,0,0,4.0,68.5286090866801,3.0,2.485067169978905,0.0,33.0
0,90,280.0,6,92,18,0,0,100,15.0,7,8,23,3,35,1.0,1,1,4.0,86.0,2.0,1.0,0.0,38.0
0,84,419.0,4,90,47,0,0,98,72.0,6,6,51,6,22,5.0,1,1,5.0,82.0,4.0,2.0,0.0,38.0
1,64,222.0,6,95,16,1,0,82,6.0,4,5,17,2,47,0.0,1,1,36.0,92.0,5.0,2.0,1.0,70.0
0,64,147.0,1,56,19,0,0,91,3.0,4,6,23,3,36,1.0,3,3,34.0,68.5286090866801,3.0,2.0,0.0,63.0
0,71,281.0,16,89,38,0,0,97,60.0,6,6,39,0,5,0.0,2,2,18.0,68.5286090866801,11.0,1.0,2.0,48.0
1,61,290.0,9,95,39,1,1,100,15.0,6,8,39,2,10,2.0,4,3,51.0,95.0,8.0,1.0,1.0,45.0
0,83,173.0,5,56,29,0,0,97,42.0,6,6,31,6,20,0.0,0,0,11.0,68.5286090866801,6.0,1.0,0.0,53.0
0,67,125.0,6,57,19,2,0,81,12.0,6,5,22,4,19,23.0,1,0,16.0,48.0,3.0,3.0,0.0,55.0
0,63,135.0,36,70,7,3,0,55,1.0,4,5,11,0,55,8.0,0,0,23.0,33.0,1.0,3.0,1.0,80.0
0,73,136.0,6,51,15,0,0,100,15.0,7,8,16,3,38,1.0,3,3,31.0,68.5286090866801,3.0,1.0,1.0,50.0
1,70,163.0,3,65,37,0,0,97,6.0,4,6,39,2,36,1.0,10,10,5.0,53.0,4.0,2.0,0.0,47.0
0,78,185.0,2,86,16,0,0,100,15.0,7,8,18,2,29,2.0,6,6,40.0,68.5286090866801,3.0,2.485067169978905,1.0,75.0
0,69,155.0,20,55,11,1,1,93,29.0,5,2,14,0,36,0.0,0,0,24.0,49.0,3.0,3.0,0.0,86.0
0,77,198.0,12,94,18,2,2,95,52.0,6,2,22,0,41,8.0,0,0,0.0,85.0,0.0,2.0,0.0,67.0
1,84,149.0,6,72,26,0,0,100,15.0,7,8,27,1,44,0.0,0,0,0.0,57.0,1.0,3.0,0.0,80.0
0,69,464.0,4,107,32,0,0,100,15.0,7,8,33,1,48,3.0,1,1,90.0,80.0,7.0,5.0,6.0,87.0
1,83,176.0,13,89,25,1,0,93,34.0,6,5,30,0,23,3.0,2,2,0.0,68.5286090866801,2.0,1.0,0.0,30.0
0,82,178.0,9,58,16,0,0,100,15.0,7,8,17,1,24,2.0,2,2,23.0,87.0,2.0,2.0,1.0,67.0
1,51,204.0,2,71,30,2,2,94,1.0,4,6,35,6,47,0.0,4,3,94.0,51.0,5.0,6.0,5.0,86.0
0,74,327.0,1,80,39,0,0,100,15.0,7,8,42,7,21,1.0,3,3,41.0,68.0,9.0,3.0,2.0,71.0
0,75,300.0,2,130,27,0,0,93,78.0,6,6,28,1,25,0.0,5,5,39.0,97.0,3.0,4.0,0.0,64.0
0,90,279.0,5,123,23,0,0,100,15.0,7,8,26,1,42,0.0,1,0,5.0,101.0,2.0,2.0,0.0,67.0
0,89,468.0,11,78,10,0,0,100,15.0,7,8,10,1,20,0.0,0,0,4.0,68.5286090866801,1.0,1.0,0.0,33.0
1,69,231.0,21,123,7,4,4,67,6.0,1,2,12,0,17,0.0,0,0,0.0,68.5286090866801,1.0,1.0,0.0,40.0
0,88,327.0,4,87,36,0,0,100,15.0,7,8,40,2,25,0.0,1,1,0.0,68.5286090866801,0.0,1.0,0.0,8.0
0,86,186.0,4,53,17,0,0,100,15.0,7,8,17,4,29,0.0,3,3,4.0,68.5286090866801,2.0,1.0,0.0,43.0
0,78,164.0,10,82,15,0,0,100,15.0,7,8,16,1,38,0.0,0,0,56.0,69.0,3.0,2.0,0.0,83.0
0,82,222.0,2,84,15,1,0,94,40.0,6,5,17,1,47,3.0,1,1,25.0,68.5286090866801,1.0,1.0,0.0,67.0
0,72,197.0,4,64,24,0,0,100,15.0,7,8,24,2,33,4.0,1,1,25.0,83.0,8.0,3.0,2.0,65.0
0,71,163.0,5,64,42,0,0,95,2.0,4,6,42,3,24,4.0,3,3,1.0,68.5286090866801,4.0,1.0,0.0,31.0
1,69,110.0,6,53,24,0,0,96,35.0,6,6,26,3,31,7.0,0,0,45.0,98.0,12.0,4.0,1.0,84.0
0,81,198.0,8,74,32,0,0,100,15.0,6,7,33,1,64,15.0,0,0,17.0,38.0,3.0,2.0,0.0,63.0
0,79,197.0,26,108,43,0,0,100,15.0,7,8,45,0,72,0.0,7,7,10.0,15.0,4.0,3.0,1.0,80.0
0,76,254.0,1,102,36,3,3,90,25.0,6,3,40,5,35,0.0,1,1,3.0,68.0,6.0,4.0,0.0,59.0
0,63,190.0,3,71,39,0,0,97,10.0,4,6,39,6,28,2.0,1,1,55.0,83.0,5.0,2.0,2.0,80.0
1,63,165.0,2,73,23,0,0,88,5.0,4,6,25,5,56,3.0,1,1,36.0,28.0,6.0,5.0,1.0,85.0
1,69,226.0,4,95,41,1,0,93,38.0,6,5,46,2,26,0.0,1,1,8.0,59.0,3.0,4.0,1.0,42.0
0,85,257.0,4,89,33,0,0,100,15.0,7,8,33,1,24,2.0,1,1,7.0,68.5286090866801,2.0,4.0,0.0,50.0
1,66,214.0,3,125,10,1,1,54,11.0,4,2,13,2,23,4.0,2,2,14.0,68.5286090866801,3.0,1.0,0.0,67.0
1,57,161.0,3,98,42,0,0,96,7.0,4,6,45,1,58,1.0,5,5,54.0,68.5286090866801,4.0,2.485067169978905,1.0,67.0
1,64,91.0,3,38,40,0,0,100,15.0,7,8,40,3,28,0.0,13,13,21.0,61.0,6.0,4.0,1.0,42.0
0,73,452.0,3,87,45,0,0,96,21.0,6,6,47,4,30,4.0,6,6,5.0,68.5286090866801,11.0,2.0,0.0,52.0
0,79,143.0,17,86,15,1,0,95,80.0,6,5,19,0,79,0.0,1,0,19.0,80.0,3.0,4.0,0.0,88.0
0,83,174.0,6,78,17,0,0,100,15.0,7,8,17,1,29,4.0,1,1,26.0,68.5286090866801,5.0,1.0,0.0,75.0
0,86,137.0,2,75,24,0,0,100,15.0,7,8,25,2,36,0.0,3,3,7.0,73.0,2.0,2.0,0.0,50.0
0,81,189.0,11,96,21,1,1,96,77.0,6,3,24,1,8,21.0,0,0,0.0,68.5286090866801,0.0,1.0,0.0,33.0
0,85,306.0,8,99,24,0,0,100,15.0,7,8,24,2,25,7.0,1,0,0.0,94.0,0.0,2.0,0.0,20.0
0,88,190.0,6,65,20,0,0,100,15.0,7,8,21,1,14,5.0,1,1,0.0,50.0,4.0,2.0,0.0,46.0
0,84,178.0,3,65,30,0,0,100,15.0,7,8,36,5,47,6.0,0,0,12.0,68.5286090866801,3.0,1.0,0.0,44.0
0,72,11.0,11,11,1,0,0,100,15.0,7,8,1,1,0,0.0,2,2,14.0,68.5286090866801,1.0,2.485067169978905,0.0,100.0
0,88,280.0,5,127,37,0,0,100,15.0,7,8,39,2,34,3.0,2,1,6.0,94.0,2.0,3.0,0.0,38.0
0,88,190.0,2,60,16,0,0,100,15.0,7,8,17,3,41,6.0,0,0,6.0,76.0,1.0,2.0,0.0,33.0
0,80,245.0,3,88,44,0,0,98,58.0,6,6,45,2,27,5.0,0,0,21.0,81.0,4.0,3.0,0.0,100.0
1,65,53.0,2,28,13,0,0,100,15.0,7,8,14,2,21,0.0,2,2,64.0,62.0,5.0,2.0,2.0,58.0
0,74,35.0,2,14,5,0,0,100,15.0,7,8,6,3,50,1.0,2,2,5.0,78.0,1.0,3.0,0.0,67.0
0,76,111.0,15,63,9,0,0,100,15.0,7,8,9,0,56,0.0,0,0,92.0,82.0,2.0,2.0,2.0,100.0
0,74,142.0,2,60,44,2,2,98,18.0,6,6,47,4,28,5.0,0,0,0.0,90.0,3.0,5.0,1.0,40.0
0,87,308.0,3,90,27,0,0,97,15.0,6,7,30,1,40,0.0,0,0,19.0,62.0,5.0,3.0,0.0,67.0
0,89,190.0,17,88,21,0,0,100,15.0,7,8,21,0,19,0.0,1,1,14.0,68.5286090866801,3.0,1.0,0.0,50.0
0,86,167.0,8,79,25,0,0,100,15.0,7,8,27,2,37,14.0,0,0,5.0,61.0,3.0,1.0,0.0,67.0
0,65,252.0,3,96,34,2,0,89,8.0,3,5,36,1,28,1.0,6,6,48.0,68.5286090866801,4.0,2.485067169978905,2.0,40.0
0,84,146.0,11,49,14,0,0,100,15.0,7,8,14,1,21,4.0,1,1,1.0,68.5286090866801,2.0,1.0,0.0,50.0
1,63,250.0,27,76,12,0,0,75,1.0,4,6,14,0,17,0.0,2,2,36.0,11.0,5.0,1.0,0.0,75.0
0,87,152.0,17,83,21,0,0,100,15.0,7,8,21,0,62,16.0,0,0,4.0,78.0,2.0,2.0,0.0,67.0
0,83,348.0,2,100,61,0,0,98,24.0,6,6,67,4,35,1.0,1,1,6.0,62.0,7.0,4.0,0.0,52.0
0,86,159.0,3,98,28,0,0,100,15.0,7,8,28,1,36,0.0,4,4,28.0,68.5286090866801,1.0,2.0,0.0,75.0
0,78,251.0,7,107,25,0,0,100,15.0,7,8,27,2,33,7.0,0,0,36.0,92.0,4.0,2.0,2.0,75.0
0,84,196.0,3,74,17,0,0,94,36.0,6,6,17,1,53,1.0,3,3,0.0,74.0,0.0,3.0,0.0,50.0
1,73,158.0,7,62,17,1,1,89,13.0,6,2,19,1,37,20.0,0,0,19.0,47.0,1.0,3.0,0.0,80.0
0,72,428.0,18,102,26,0,0,96,14.0,6,6,26,0,19,17.0,0,0,22.0,53.0,2.0,3.0,2.0,33.0
0,83,262.0,3,115,19,0,0,100,15.0,7,8,20,1,45,2.0,3,3,31.0,66.0,2.0,3.0,0.0,56.0
0,73,253.0,50,149,5,1,1,100,15.0,6,8,6,0,33,0.0,0,0,16.0,68.5286090866801,2.0,2.485067169978905,0.0,100.0
0,88,450.0,33,169,14,0,0,100,15.0,7,8,14,0,14,0.0,0,0,0.0,68.5286090866801,2.0,2.485067169978905,0.0,50.0
1,61,250.0,4,66,47,1,1,100,15.0,6,8,49,2,39,0.0,2,2,73.0,61.0,14.0,4.0,5.0,90.0
0,90,330.0,29,117,20,0,0,100,15.0,7,8,20,0,20,0.0,0,0,1.0,68.5286090866801,1.0,1.0,0.0,22.0
0,82,374.0,4,100,26,0,0,100,15.0,7,8,27,3,22,3.0,2,2,28.0,94.0,3.0,4.0,2.0,50.0
1,63,163.0,6,68,35,1,0,86,0.0,3,5,37,2,27,2.0,1,1,18.0,80.0,6.0,2.0,1.0,64.0
1,63,240.0,4,64,20,1,0,86,45.0,6,5,21,2,10,4.0,1,1,67.0,68.5286090866801,6.0,1.0,3.0,70.0
1,64,15.0,3,9,7,0,0,100,15.0,7,8,7,5,29,0.0,6,6,55.0,75.0,2.0,2.0,0.0,57.0
1,80,446.0,20,103,27,0,0,100,15.0,7,8,28,0,46,1.0,2,2,0.0,10.0,1.0,4.0,1.0,50.0
1,57,360.0,6,124,40,3,0,93,2.0,3,5,44,2,25,7.0,0,0,60.0,39.0,9.0,3.0,1.0,86.0
1,88,363.0,6,106,22,0,0,100,15.0,7,8,23,1,36,5.0,2,2,1.0,68.0,5.0,3.0,0.0,62.0
1,65,176.0,3,93,40,0,0,100,15.0,7,8,45,9,36,2.0,2,2,81.0,71.0,8.0,6.0,2.0,88.0
1,63,142.0,10,78,16,1,0,76,5.0,3,5,17,2,47,15.0,0,0,59.0,51.0,3.0,2.0,2.0,83.0
1,55,139.0,0,46,23,2,1,77,2.0,0,2,26,4,31,7.0,0,0,33.0,65.0,4.0,3.0,0.0,67.0
1,84,215.0,8,73,25,1,0,93,38.0,6,5,27,1,41,20.0,0,0,0.0,68.5286090866801,0.0,2.485067169978905,0.0,17.0
1,68,98.0,5,54,14,1,1,100,15.0,0,8,15,3,13,0.0,2,2,6.0,68.5286090866801,4.0,2.485067169978905,0.0,67.0
1,91,291.0,7,88,26,0,0,100,15.0,7,8,26,2,35,7.0,0,0,0.0,68.5286090866801,3.0,2.485067169978905,0.0,23.0
1,57,134.0,3,66,36,0,0,97,22.0,6,6,36,3,25,0.0,2,2,64.0,29.0,11.0,5.0,9.0,71.0
1,61,127.0,14,53,16,0,0,94,3.0,4,6,16,0,69,0.0,1,1,98.0,64.0,1.0,2.0,1.0920840064620356,75.0
1,75,336.0,9,98,22,1,0,91,13.0,6,5,23,1,39,0.0,0,0,16.0,91.0,2.0,3.0,0.0,83.0
0,72,280.0,22,128,17,1,1,94,15.0,6,6,18,0,56,0.0,0,0,24.0,68.5286090866801,2.0,2.0,0.0,57.0
0,68,166.0,3,37,16,0,0,100,15.0,7,8,16,5,25,0.0,5,5,66.0,87.0,6.0,2.0,2.0,67.0
1,63,102.0,4,56,5,4,3,38,11.0,4,3,13,1,38,0.0,0,0,16.0,81.0,1.0,4.0,0.0,83.0
1,70,151.0,2,79,38,0,0,95,24.0,6,6,39,1,21,0.0,1,1,29.0,84.0,14.0,3.0,2.0,81.0
1,76,314.0,3,170,7,2,1,67,31.0,6,3,9,1,11,0.0,2,2,2.0,68.5286090866801,2.0,1.0,0.0,43.0
0,71,65.0,3,31,20,0,0,100,15.0,7,8,20,5,20,0.0,1,1,41.0,75.0,4.0,2.0,1.0,50.0
0,70,118.0,7,45,17,0,0,88,11.0,4,6,17,4,35,0.0,0,0,15.0,68.5286090866801,1.0,1.0,0.0,29.0
1,79,104.0,52,71,2,0,0,100,15.0,7,8,3,0,0,0.0,0,0,21.0,68.5286090866801,1.0,2.485067169978905,1.0920840064620356,100.0
1,79,130.0,15,63,12,0,0,92,33.0,6,6,12,0,42,0.0,0,0,12.0,68.5286090866801,2.0,1.0,2.0,60.0
1,65,399.0,15,147,11,2,2,80,5.0,0,2,15,0,7,0.0,1,1,30.0,68.5286090866801,6.0,2.485067169978905,0.0,60.0
0,73,126.0,2,80,23,1,1,88,12.0,6,2,25,1,24,0.0,1,1,25.0,68.5286090866801,2.0,1.0,0.0,43.0
0,68,217.0,11,109,24,0,0,88,18.0,6,6,24,1,17,0.0,5,4,61.0,68.5286090866801,5.0,1.0,3.0,50.0
0,86,101.0,14,56,12,0,0,100,15.0,7,8,12,0,42,0.0,0,0,0.0,68.5286090866801,3.0,1.0,0.0,83.0
0,73,161.0,4,73,43,1,1,84,31.0,6,4,44,1,20,0.0,8,8,30.0,91.0,5.0,3.0,1.0,35.0
1,50,54.0,4,19,16,0,0,94,4.0,4,6,17,7,29,0.0,0,0,89.0,42.0,4.0,2.0,3.0,75.0
0,89,181.0,33,75,8,0,0,100,15.0,7,8,8,0,25,0.0,0,0,0.0,68.5286090866801,1.0,1.0,0.0,40.0
0,77,296.0,6,98,45,0,0,100,15.0,7,8,45,1,16,0.0,2,2,12.0,68.5286090866801,7.0,1.0,2.0,36.0
1,73,69.0,24,42,7,0,0,100,15.0,7,8,7,0,14,0.0,1,0,54.0,37.0,5.0,1.0,1.0,86.0
1,66,216.0,4,89,27,0,0,100,15.0,7,8,27,1,41,0.0,5,5,78.0,69.0,5.0,2.0,3.0,70.0
1,78,199.0,7,73,39,0,0,95,22.0,6,6,40,1,21,0.0,1,0,15.0,19.0,2.0,5.0,1.0,50.0
0,61,181.0,20,65,21,0,0,95,16.0,6,6,21,0,29,0.0,2,2,86.0,85.0,4.0,2.0,3.0,54.0
1,61,174.0,1,61,25,0,0,88,10.0,4,6,26,3,12,0.0,0,0,41.0,21.0,6.0,2.0,1.0,57.0
1,73,176.0,15,47,14,0,0,100,15.0,7,8,14,0,7,0.0,0,0,62.0,68.5286090866801,7.0,2.485067169978905,4.0,100.0
1,65,205.0,17,92,6,2,0,50,4.0,3,5,10,0,20,0.0,0,0,14.0,68.5286090866801,3.0,1.0,1.0,57.0
0,58,14.0,1,6,3,0,0,100,15.0,7,8,5,4,40,0.0,15,15,98.0,68.5286090866801,2.0,2.0,1.0,80.0
1,83,196.0,17,84,6,0,0,100,15.0,7,8,7,0,0,0.0,0,0,14.0,68.5286090866801,4.0,2.485067169978905,1.0,100.0
0,88,156.0,17,140,5,0,0,100,15.0,7,8,5,0,20,0.0,0,0,20.0,68.5286090866801,2.0,1.0,0.0,75.0
0,61,117.0,1,59,19,4,1,83,38.0,6,5,25,3,46,0.0,1,1,76.0,61.0,7.0,2.0,5.0,90.0
1,71,235.0,9,142,19,0,0,100,15.0,7,8,19,1,0,8.0,0,0,77.0,68.5286090866801,7.0,2.485067169978905,6.0,64.0
0,75,159.0,7,74,46,0,0,98,15.0,5,7,51,6,59,9.0,0,0,20.0,88.0,5.0,5.0,0.0,79.0
0,71,227.0,12,116,15,2,1,78,48.0,6,4,18,0,28,0.0,2,2,83.0,68.5286090866801,2.0,1.0,2.0,60.0
1,55,234.0,13,83,20,1,0,70,1.0,3,5,24,0,22,4.0,3,3,46.0,24.0,8.0,3.0,2.0,72.0
0,81,108.0,2,35,7,1,0,90,37.0,6,5,10,6,30,2.0,2,2,0.0,68.5286090866801,0.0,2.485067169978905,0.0,14.0
1,55,162.0,19,73,26,2,2,91,3.0,4,2,33,0,55,16.0,0,0,79.0,87.0,1.0,9.0,1.0,91.0
1,57,188.0,16,83,13,1,0,79,3.0,3,5,14,0,29,16.0,0,0,98.0,95.0,3.0,3.0,3.0,86.0
1,59,249.0,27,119,4,5,4,30,15.0,5,2,10,0,40,0.0,0,0,58.0,68.5286090866801,1.0,1.0,0.0,100.0
0,73,266.0,9,132,21,0,0,96,27.0,6,6,25,4,26,0.0,3,3,20.0,68.5286090866801,2.0,2.0,0.0,45.0
0,88,302.0,9,105,22,0,0,100,15.0,7,8,22,2,23,0.0,0,0,2.0,15.0,5.0,2.0,0.0,64.0
1,64,180.0,10,62,21,0,0,95,25.0,6,6,21,2,29,0.0,7,6,107.0,68.5286090866801,2.0,1.0,2.0,75.0
1,66,128.0,2,45,7,3,2,89,55.0,0,3,9,1,33,0.0,4,4,13.0,88.0,4.0,2.0,0.0,100.0
0,81,246.0,12,86,21,0,0,100,15.0,7,8,22,0,55,0.0,0,0,0.0,89.0,0.0,6.0,0.0,43.0
1,70,83.0,7,48,7,1,0,88,40.0,6,5,8,1,13,2.0,1,1,38.0,68.5286090866801,3.0,1.0,0.0,67.0
1,63,134.0,14,58,6,1,1,100,15.0,6,8,6,0,33,6.0,0,0,94.0,100.0,3.0,1.0,1.0,80.0
0,83,165.0,7,92,33,0,0,100,15.0,7,8,50,1,68,0.0,1,1,16.0,85.0,3.0,6.0,0.0,69.0
1,58,20.0,4,11,4,2,2,88,23.0,6,4,8,4,88,2.0,1,1,34.862218549886386,103.0,4.101935749588138,4.0,1.0920840064620356,100.0
0,76,292.0,1,110,38,0,0,98,67.0,6,6,44,3,18,6.0,0,0,21.0,96.0,7.0,2.0,2.0,59.0
1,58,254.0,9,142,31,2,2,82,25.0,6,6,33,1,67,0.0,5,5,61.0,33.0,2.0,4.0,1.0,88.0
1,77,158.0,6,67,16,0,0,94,3.0,4,6,17,2,12,0.0,2,2,10.0,91.0,1.0,2.0,0.0,50.0
0,75,367.0,1,118,57,0,0,95,28.0,6,6,58,3,24,0.0,0,0,5.0,44.0,4.0,4.0,0.0,41.0
0,69,220.0,7,93,30,0,0,97,2.0,4,6,30,1,30,1.0,1,1,14.0,73.0,6.0,2.0,1.0,69.0
0,70,308.0,4,77,41,1,1,95,2.0,0,2,42,3,29,0.0,2,2,6.0,78.0,4.0,7.0,1.0,48.0
